run_id,run_name,created_at,state,cfg.data.norm_mode,cfg.data.n_windows,cfg.data.window_size_seconds,cfg.data.batch_size,cfg.loss.regularizer,cfg.loss.std_coeff,cfg.loss.cov_coeff,cfg.loss.use_projector,cfg.loss.pred_loss_type,cfg.model.encoder_depth,cfg.model.encoder_embed_dim,cfg.model.patch_size,cfg.model.predictor_depth,cfg.optim.lr,cfg.optim.epochs,cfg.optim.warmup_epochs,cfg.sanity_checks.enabled,cfg.logging.wandb_group,val/reg_position_in_movie_corr,val/reg_contrast_rms_corr,val/reg_luminance_mean_corr,val/reg_narrative_event_score_corr,val/reg_loss,sanity/embedding_variance_mean,sanity/embedding_variance_min,sanity/embedding_variance_max,sanity/embedding_variance_std,sanity/embedding_l2_mean,sanity/cosim_random_pairs_mean,sanity/cosim_random_pairs_max,sanity/loss_trend,sanity/loss_rolling_mean,sanity/pred_loss_short,sanity/pred_loss_long,sanity/grad_norm,sanity/linear_probe_acc,train_step/jepa_loss,train_step/vc_loss,train_step/pred_loss,train_step/reg_loss,train_step/cls_loss,val_corr_weighted
c4wytvr2,eeg_jepa_bs32_lr0.0005_std1.0_cov1.0_nw4_ws4s,2026-04-12T17:41:57Z,finished,,4,4,32,vc,1.0,1.0,true,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_vicreg,0.023514775559306145,0.05781860277056694,0.03396546095609665,-0.04218854382634163,0.9095963448286056,0.010048940777778624,9.2495305580087e-05,0.06578804552555084,0.011737562716007233,1.8605124950408936,0.8670421242713928,0.9999920725822448,0.0001290868222713487,0.07725629903376102,0.2602185308933258,0.28150224685668945,0.03760154567848773,0.5339806079864502,0.05498109757900238,0.02930275909602642,0.02567833848297596,0.8390006422996521,0.6943480968475342,0.030370797403156756
otti401s,eeg_jepa_bs64_lr0.0005_std0.1_cov0.1_nw2_ws1s,2026-04-12T17:41:47Z,finished,,2,1,64,vc,0.1,0.1,false,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_vicreg,0.06165776774287224,-0.004032969940453768,-0.05242704227566719,-0.0002754196466412395,1.0990582227706909,0.002637138357385993,0.00025155761977657676,0.009491929784417152,0.002212923020124435,5.027921676635742,0.9940066337585448,0.9999997615814208,-0.0038640224188566177,0.0590603731200099,0.13909053802490234,0.13171054422855377,0.03823999420223883,0.4757281541824341,0.053434230387210846,0.005184732843190432,0.0482494980096817,1.086776852607727,0.6929726600646973,0.00153178469336126
gkh1beff,eeg_jepa_bs64_lr0.0005_std0.1_cov0.1_nw2_ws1s,2026-04-12T17:41:47Z,finished,,2,1,64,vc,0.1,0.1,true,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_vicreg,0.061804331839084625,-0.0030631988774985075,-0.05611897259950638,-0.00511004775762558,1.099100422859192,0.002646256238222122,0.00027751343441195786,0.009462466463446615,0.002221091417595744,5.042316913604736,0.9940266609191896,0.9999996423721312,-0.00386445939540863,0.05904499340802431,0.13899032771587372,0.1316327154636383,0.03829350117861761,0.4757281541824341,0.053447481244802475,0.0051892464980483055,0.048258233815431595,1.0868409872055054,0.6929417252540588,0.0002756433328613652
x1oyx3w1,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw2_ws1s,2026-04-12T17:41:40Z,finished,,2,1,64,vc,0.25,0.25,false,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_vicreg,0.04969429224729538,-0.011167895048856735,-0.052428919821977615,-0.0006012640660628676,1.0992430567741394,0.00275550433434546,0.00030669744592159986,0.010067582130432127,0.002154027111828327,3.622072219848633,0.9870682954788208,0.9999991655349731,-0.0040388253331184315,0.06202988557517528,0.1465515494346619,0.14140957593917847,0.04625102341302846,0.4660194218158722,0.06218556687235832,0.012021145783364773,0.050164420157670975,1.0854854583740234,0.6929944753646851,-0.004230883193667978
u4w6raqy,eeg_jepa_bs64_lr0.0005_std1.0_cov1.0_nw1_ws1s,2026-04-12T17:41:33Z,finished,,1,1,64,vc,1.0,1.0,false,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_vicreg,-0.010453266091644764,-0.044353265315294266,0.0528414249420166,-0.08126965910196304,0.8830820083618164,0.020936518907546997,0.0011903351405635476,0.08602303266525269,0.01828604936599731,2.8850879669189453,0.8919290900230408,0.999969244003296,-0.006322906836867329,0.07645556930452585,0.10349791496992113,0.1394808292388916,0.08591401379193021,0.5339806079864502,0.11038585007190704,0.050354134291410446,0.0600317157804966,1.139128804206848,0.6933349370956421,-0.008716497849673035
3xc5f45f,eeg_jepa_bs64_lr0.0005_std1.0_cov1.0_nw2_ws1s,2026-04-12T17:41:31Z,finished,,2,1,64,vc,1.0,1.0,false,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_vicreg,0.0396617166697979,-0.008238795213401318,-0.04202109947800636,-0.01327714417129755,1.099429392814636,0.00374658964574337,0.00040637084748595953,0.01650226302444935,0.0032653617672622204,2.578273296356201,0.9730030298233032,0.9999980926513672,-0.0041285996511578466,0.06465930281206965,0.1542510986328125,0.15039512515068054,0.07231810658530019,0.49514564871788025,0.0979204848408699,0.045309387147426605,0.0526110976934433,1.0797204971313477,0.6926828026771545,-0.00450716782361269
dls9s2fd,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw1_ws1s,2026-04-12T17:41:29Z,finished,,1,1,64,vc,0.25,0.25,false,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_vicreg,-0.01533664669841528,-0.05101623386144638,0.04546697437763214,-0.05286585912108421,0.8831617116928101,0.018438197672367096,0.0011342476354911923,0.11377037316560744,0.01754811406135559,3.6257681846618657,0.9291336536407472,0.9999828338623048,-0.006642086468636982,0.07325687697157264,0.09414353966712952,0.13192561268806458,0.07041011418193187,0.5145630836486816,0.06988087296485901,0.013458142057061195,0.056422729045152664,1.1377488374710083,0.6935169696807861,-0.011552357766777276
h0emfksh,eeg_jepa_bs64_lr0.0005_std0.1_cov0.1_nw1_ws1s,2026-04-12T17:41:13Z,finished,,1,1,64,vc,0.1,0.1,false,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_vicreg,0.031031640246510506,0.006937878206372261,0.03241504728794098,-0.04074202477931976,0.8832347393035889,0.2258157879114151,0.004267991054803133,1.0971463918685913,0.26465460658073425,11.410914421081545,0.9478541612625122,0.9999998211860656,-0.016538533046841636,0.14838486541062593,0.3445620536804199,0.5916558504104614,0.0718700156166145,0.4466019570827484,0.14264482259750366,0.04254215955734253,0.10010267049074172,1.1425806283950806,0.694250226020813,0.017041167244315147
0mabhigj,eeg_jepa_bs32_lr0.0005_sigreg1.0_nw4_ws4s,2026-04-11T05:22:50Z,finished,,4,4,32,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.1743437498807907,0.1410672813653946,0.15889562666416168,0.04028596356511116,0.8631756097078324,1.0829622745513916,0.20496176183223724,2.1724257469177246,0.45286306738853455,8.087501525878906,0.06273703277111053,0.990282952785492,-0.0006460393965244671,0.34911943428218367,1.5048907995224,1.195710301399231,0.7045387727837766,0.6504854559898376,0.6009459495544434,0.051198750734329224,0.5497471690177917,0.7654721736907959,0.6906971335411072,0.14632059372961523
ll9q3pcp,eeg_jepa_bs32_lr0.0005_sigreg0.1_nw4_ws4s,2026-04-11T05:17:33Z,finished,,4,4,32,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,-0.03095073066651821,-0.011964784935116768,-0.034486737102270126,0.008517458103597164,0.9320000529289244,1.209639310836792,0.1703716665506363,4.088446140289307,0.7976062893867493,7.652010440826416,0.01736413687467575,0.999893307685852,0.014886759072542166,0.18862668864428997,0.310314804315567,0.5861138701438904,0.1843334249479074,0.6116504669189453,0.07795903831720352,0.00921464804559946,0.06874439120292664,1.0903115272521973,0.6949647068977356,-0.02236893000081181
cspnjypa,eeg_jepa_bs32_lr0.0005_sigreg0.1_nw4_ws4s,2026-04-11T05:15:15Z,finished,,4,4,32,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.0784107893705368,0.06917661428451538,0.06886705756187439,-0.05440732091665268,0.8890810549259186,3.2238516807556152,0.2711443603038788,17.677797317504883,3.3622043132781982,9.406055450439451,0.00829307921230793,0.9999949932098388,0.0189894650876522,0.2660904385894537,1.8096617460250857,1.7211092710494995,0.2367441497286782,0.5242718458175659,0.223000168800354,0.01045246608555317,0.212547704577446,0.7500470280647278,0.6908246278762817,0.05949560627341271
4ib4563d,eeg_jepa_bs32_lr0.0005_sigreg0.01_nw4_ws4s,2026-04-11T05:09:42Z,finished,,4,4,32,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.11399070173501968,0.08317017555236816,0.08983181416988373,-0.03893609344959259,0.8688378751277923,1.3890135288238523,0.01001256424933672,5.1713409423828125,1.1123533248901367,8.868780136108398,0.04948029667139053,0.9998221397399902,0.0022953087091445723,0.4384744825959206,2.5695643424987793,2.2483232021331787,0.4140614712620644,0.6019417643547058,0.5528395175933838,0.0014808475971221924,0.551358699798584,0.7635238170623779,0.6930697560310364,0.08220419809222221
cguzxev0,eeg_jepa_bs32_lr0.0005_sigreg0.1_nw4_ws4s,2026-04-10T21:17:21Z,finished,,4,4,32,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.11210640519857408,0.10651040822267532,0.09674923866987228,-0.006849692203104496,0.867328655719757,0.9832032918930054,0.16298973560333252,2.950275182723999,0.6108495593070984,7.475350856781006,0.08192751556634903,0.9981105923652648,0.00237440168857575,0.2377094516158104,0.8715957403182983,0.7027492523193359,0.36648975260506833,0.6504854559898376,0.4307363033294678,0.007641489151865244,0.4230948090553284,0.7595946788787842,0.6906521320343018,0.09392484640702607
o6nqczmd,eeg_jepa_bs32_lr0.0005_sigreg1.0_nw4_ws4s,2026-04-10T21:17:07Z,finished,,4,4,32,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.06618094444274902,0.06395386159420013,0.031094664707779884,-0.034128788858652115,0.8902343869209289,3.277770519256592,0.26312828063964844,13.987262725830078,2.820931911468506,9.527381896972656,0.02906162664294243,0.9998878240585328,0.009726859331130988,0.2782512933015823,1.8076603412628176,1.5613783597946167,0.7102054353956039,0.5728155374526978,0.2986002266407013,0.06256820261478424,0.23603202402591705,0.7461962103843689,0.6896514892578125,0.04495596233755351
xffyz1mp,eeg_jepa_bs32_lr0.0005_sigreg1.0_nw4_ws4s,2026-04-10T21:17:02Z,finished,,4,4,32,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,-0.04294171556830406,-0.006706171203404665,-0.03175632283091545,-0.011373469606041908,0.9333239316940308,1.2779786586761477,0.2515919506549835,3.6868443489074703,0.7229295372962952,8.064248085021973,0.05587072670459747,0.9808048009872437,0.020760981738567386,0.25485573932528494,0.464986652135849,0.8829164505004883,0.9401924662448504,0.5436893105506897,0.1794557422399521,0.07546810805797577,0.10398763418197632,1.0952688455581665,0.6967782378196716,-0.025558609841391442
xx59i5eh,eeg_jepa_bs32_lr0.0005_sigreg0.01_nw4_ws4s,2026-04-10T21:09:26Z,finished,,4,4,32,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.06662505120038986,0.048650600016117096,0.06531307846307755,-0.04630257189273834,0.8907051920890808,4.315484046936035,0.14351989328861237,20.61975479125977,4.779970169067383,9.670858383178713,0.054150357842445374,0.9999989867210388,0.009938297122716905,0.1473986019939184,0.691541314125061,0.642551839351654,0.12679479925925216,0.5242718458175659,0.10005808621644974,0.0014446565182879567,0.0986134260892868,0.7495796084403992,0.6906293630599976,0.049546361714601514
fe80t2l4,eeg_jepa_bs32_lr0.0005_sigreg0.01_nw4_ws4s,2026-04-10T21:09:15Z,finished,,4,4,32,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.008775156922638416,0.05365452915430069,0.012832029722630978,-0.005342290736734867,0.9299171924591064,0.9697892665863036,0.08500313758850098,4.686429977416992,0.8211424350738525,7.191478729248047,-0.017187204211950302,0.9999948143959044,0.014224673360586151,0.1306056136637926,0.1683991551399231,0.3347263038158417,0.11681541790564354,0.6116504669189453,0.04530353471636772,0.0012690172297880054,0.04403451830148697,1.0872315168380735,0.6942214965820312,0.02204428566619753
kn9176i5,eeg_jepa_bs64_lr0.0005_sigreg1.0_nw2_ws1s,2026-04-10T21:06:20Z,finished,,2,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.05403857305645943,0.024038325995206833,0.08425399661064148,-0.030309027060866356,1.026395308971405,1.4805314540863037,0.27169138193130493,3.7003173828125,0.7234647870063782,8.337346076965332,0.0456765741109848,0.9699404835700988,0.006820689141750325,0.3129431290924549,1.2234100103378296,1.3328185081481934,0.3611207716467229,0.582524299621582,0.29477739334106445,0.05145520716905594,0.24332217872142792,1.014067769050598,0.6930888295173645,0.04566836599260569
bazsx7k2,eeg_jepa_bs64_lr0.0005_sigreg1.0_nw2_ws1s,2026-04-10T21:05:58Z,finished,,2,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.14183969795703888,0.0984044000506401,0.05867607891559601,0.004316885024309158,0.9330590844154358,1.453687310218811,0.14464102685451508,4.850976943969727,0.7766040563583374,8.392486572265625,0.009845251217484474,0.9302859306335448,-0.0013593466579914226,0.20841709963977337,1.797890067100525,2.3175995349884033,0.401745305301042,0.5145630836486816,0.38601428270339966,0.06326022744178772,0.32275405526161194,0.9239013195037842,0.6902945637702942,0.09010774157941341
qnuh7gc1,eeg_jepa_bs64_lr0.0005_sigreg0.1_nw2_ws1s,2026-04-10T21:05:25Z,finished,,2,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.15643244981765747,0.1206315904855728,0.057586368173360825,-0.0010461185593158009,0.932319676876068,1.6047921180725098,0.2752242088317871,5.600411415100098,1.175835371017456,8.603631973266602,0.005659988150000572,0.9968732595443726,-0.002979677319526669,0.18564353197813033,1.6134507656097412,1.997477650642395,0.1774891979040741,0.553398072719574,0.2915433645248413,0.007784310728311539,0.28375905752182007,0.9205228090286256,0.6905899047851562,0.10029051068704574
an2rlv16,eeg_jepa_bs64_lr0.0005_sigreg0.1_nw2_ws1s,2026-04-10T21:04:42Z,finished,,2,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.0708404928445816,0.06784471869468689,0.07283396273851395,-0.06173507124185562,1.0356517434120178,2.1194913387298584,0.1117967963218689,7.350950717926025,1.6273313760757446,8.619178771972656,-0.0265653058886528,0.9997328519821168,0.006517456173896818,0.31755186259746554,1.7634199857711792,1.929388165473938,0.08073631497957692,0.5631067752838135,0.20735716819763184,0.00974933709949255,0.1976078301668167,0.7417799830436707,0.6919401288032532,0.05728224515914916
o7en2qcs,eeg_jepa_bs64_lr0.0005_sigreg1.0_nw2_ws1s,2026-04-10T21:04:36Z,finished,,2,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.0806734710931778,0.05796024203300476,0.09668915718793868,-0.013798176310956478,1.0349870443344116,1.6428754329681396,0.4706458449363709,5.211617469787598,1.0336085557937622,8.008292198181152,0.0063658468425273895,0.9850800037384032,0.007703725993633281,0.351847068220377,1.982941508293152,2.137949228286743,0.8629045730667824,0.6019417643547058,0.28575876355171204,0.057509951293468475,0.22824881970882416,0.7428669333457947,0.6919751763343811,0.06921704346314071
tzua41ig,eeg_jepa_bs64_lr0.0005_sigreg0.1_nw2_ws1s,2026-04-10T21:04:20Z,finished,,2,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.020620694383978844,0.020793385803699493,0.04148582741618157,0.011654539965093136,1.027807879447937,1.5970675945281982,0.30027011036872864,4.641740322113037,1.067891001701355,8.064712524414062,0.01411381084471941,0.9999263286590576,0.006263425052165983,0.28153098151087763,1.1392732858657837,1.2477128505706787,0.12150695725785256,0.6116504669189453,0.21910004317760468,0.007427460048347712,0.2116725891828537,1.0136901140213013,0.6942744851112366,0.026035426277667285
o4o0rux6,eeg_jepa_bs64_lr0.0005_sigreg0.01_nw2_ws1s,2026-04-10T21:04:08Z,finished,,2,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.030833067372441292,0.04522153735160827,0.08063623309135437,0.010576155036687853,1.0263734698295592,2.147528648376465,0.050431787967681885,14.26237964630127,2.3220880031585693,8.080155372619629,0.025352753698825836,0.9999732971191406,0.006136410981416679,0.17243058241903783,0.5545690655708313,0.6003456711769104,0.05005881238080324,0.6504854559898376,0.11883196234703064,0.0017458262154832482,0.11708613485097884,1.0147641897201538,0.6936793327331543,0.048064866848289964
al0xmsp9,eeg_jepa_bs64_lr0.0005_sigreg0.01_nw2_ws1s,2026-04-10T21:03:25Z,finished,,2,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.14008183777332306,0.104037307202816,0.024426447227597237,-0.02764439769089222,0.9338040828704834,1.856879949569702,0.04836471378803253,8.272671699523926,1.8943239450454712,8.441929817199707,0.01219225861132145,0.999987542629242,-0.0020212945342063943,0.1179295789450407,0.9896254539489746,1.1924052238464355,0.046270950973789374,0.5631067752838135,0.19288641214370728,0.0014275198336690664,0.19145889580249784,0.9310248494148254,0.6915905475616455,0.07779923789203168
oh3qsgus,eeg_jepa_bs64_lr0.0005_sigreg1.0_nw1_ws1s,2026-04-10T21:01:28Z,finished,,1,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,-0.057726457715034485,-0.04204915463924408,-0.00010376289719715714,-0.0324181504547596,1.087269306182861,1.0351818799972534,0.1704333871603012,3.022653341293335,0.5425866842269897,7.714038848876953,0.012696472927927973,0.9754300117492676,-0.009393257796764363,0.4077685905992985,2.6088240146636963,3.5948750972747803,0.5338216045590493,0.5728155374526978,0.549703061580658,0.058649446815252304,0.49105361104011536,1.1033639907836914,0.6923317909240723,-0.03320562762091867
brv79juo,eeg_jepa_bs64_lr0.0005_sigreg0.01_nw2_ws1s,2026-04-10T21:00:38Z,finished,,2,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.06102130189538002,0.06169353798031807,0.07749239355325699,-0.04583827778697014,1.035602295398712,2.4844870567321777,0.18392980098724365,9.628090858459473,2.1426520347595215,8.161646842956543,-0.026099825277924538,0.999978244304657,0.007248824462294579,0.1368173387274146,0.8428107500076294,0.8405786752700806,0.07718758920476151,0.553398072719574,0.07007037848234177,0.0016594885382801294,0.06841088831424713,0.7419218420982361,0.6918538212776184,0.05547834224998951
4y7q5hmc,eeg_jepa_bs64_lr0.0005_sigreg1.0_nw1_ws1s,2026-04-10T21:00:07Z,finished,,1,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,-0.23703114688396457,-0.1376984715461731,-0.12540335953235626,0.023465408012270927,0.99071124792099,2.226473331451416,0.5475353002548218,6.069328784942627,1.2764029502868652,10.02285861968994,0.0152708999812603,0.9945868253707886,-0.004308403730392485,0.4651022320985794,3.92258358001709,3.7503855228424072,0.714157997571499,0.6116504669189453,0.4356653690338135,0.0693785697221756,0.3662868142127991,1.0462597608566284,0.6914498209953308,-0.1476933525875211
tp4m29o1,eeg_jepa_bs64_lr0.0005_sigreg1.0_nw1_ws1s,2026-04-10T20:59:18Z,finished,,1,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.03811414912343025,0.08193785697221756,0.07524645328521729,0.005484364461153746,0.989462149143219,1.5320559740066528,0.3858448565006256,2.940260887145996,0.6765125393867493,8.684481620788574,0.01198942679911852,0.9939916133880616,-0.009550564885139444,0.39852229565382,1.9301916360855105,1.5580263137817385,0.5466971630510333,0.6116504669189453,0.3696732521057129,0.05767279118299484,0.31200045347213745,0.8642936944961548,0.691400945186615,0.059137974260374905
oi5ysk1r,eeg_jepa_bs64_lr0.0005_sigreg0.01_nw1_ws1s,2026-04-10T20:58:34Z,finished,,1,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,-0.06921377032995224,-0.02971978485584259,-0.036974385380744934,-0.017374662682414055,1.0871982812881469,0.7141944169998169,0.007924273610115051,4.170059680938721,0.8217013478279114,5.297472953796387,0.004138562828302383,0.9998898506164552,-0.005038972944021225,0.1805389337986708,1.0885573625564575,1.4166978597640991,0.10151379210914666,0.582524299621582,0.22092218697071075,0.0015364073915407062,0.2193857729434967,1.1057430505752563,0.6937505602836609,-0.04250984843820334
nbhfmzxe,eeg_jepa_bs64_lr0.0005_sigreg0.1_nw1_ws1s,2026-04-10T20:58:18Z,finished,,1,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.006564950570464134,0.07371984422206879,0.08212222158908844,-0.013032552786171436,0.9907556176185608,1.5163072347640991,0.26948171854019165,4.672727584838867,0.9370602369308472,8.346132278442383,-0.014151103794574738,0.999624729156494,-0.008770144581794703,0.36490826308727264,1.7594038248062134,1.4425216913223269,0.3822108873331012,0.6504854559898376,0.2896014153957367,0.007818586193025112,0.2817828357219696,0.8624322414398193,0.6908879280090332,0.04741884963586926
xgynna2m,eeg_jepa_bs64_lr0.0005_sigreg0.1_nw1_ws1s,2026-04-10T20:57:57Z,finished,,1,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,-0.11306402832269669,-0.06116540729999542,-0.027865871787071228,0.07866370677947998,0.9835867524147034,2.1159112453460693,0.30690327286720276,5.108532428741455,1.3027812242507937,9.419944763183594,-0.04832801967859268,0.9992766976356506,-0.003420580029487641,0.4181484684348106,3.705122470855713,3.4635438919067383,0.1922910851249153,0.582524299621582,0.31853070855140686,0.009501135908067226,0.30902957916259766,1.0442243814468384,0.6916587352752686,-0.052762221544980996
u3p41wgl,eeg_jepa_bs64_lr0.0005_sigreg0.1_nw1_ws1s,2026-04-10T20:57:57Z,finished,,1,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,-0.05055732652544975,-0.0244713444262743,-0.0025578574277460575,-0.07580631971359253,1.087464201450348,0.9899685978889464,0.18551383912563324,2.4732866287231445,0.5638522505760193,7.219568252563477,0.002666839398443699,0.9604436159133912,-0.009605592489242532,0.3304461097717285,2.1173553466796875,2.879448890686035,0.2632373548413031,0.5631067752838135,0.3941982090473175,0.007384940516203642,0.38681328296661377,1.1060400009155271,0.6936377882957458,-0.030856590485200286
1imboybr,eeg_jepa_bs64_lr0.0005_sigreg0.01_nw1_ws1s,2026-04-10T20:55:39Z,finished,,1,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,-0.055898867547512054,0.00920294225215912,0.05925685912370682,0.0691784918308258,0.9790923833847046,2.628059148788452,0.1082920953631401,8.54499340057373,2.0336899757385254,8.22750186920166,-0.041839078068733215,0.9847320914268494,0.00021782323718069765,0.20634476490318776,2.2451210021972656,2.136359691619873,0.24903081539231128,0.553398072719574,0.13722659647464752,0.001838062074966729,0.1353885382413864,1.0346744060516355,0.6893686056137085,0.010686129331588747
zbbauafe,eeg_jepa_bs64_lr0.0005_sigreg0.01_nw1_ws1s,2026-04-10T20:55:27Z,finished,,1,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.05611326918005943,0.006670719012618065,0.04131390154361725,-0.0050540491938591,0.9929598093032836,1.4587185382843018,0.14821897447109222,5.355910778045654,1.3431553840637207,6.9070820808410645,-0.03890080749988556,0.999178111553192,-0.0039040227234363456,0.18768791981041433,0.7273125052452087,0.5638576149940491,0.16410093130288542,0.6116504669189453,0.1314980834722519,0.0021088060457259417,0.12938927114009857,0.8655985593795776,0.6903296113014221,0.030723962001502514
zx9ycok0,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw1_ws4s,2026-04-07T12:55:10Z,finished,,1,4,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,-0.05765280872583389,-0.062435515224933624,,1.032182216644287,0.04860890656709671,0.0014836456393823028,0.3693738579750061,0.062255796045064926,16.632469177246094,0.9877883195877076,1.0,-0.00782349243760111,0.15028312362730503,1.760966181755066,1.5003330707550049,0.3275709362699068,0.5490196347236633,0.2790244221687317,0.10382187366485596,0.17520256340503693,0.7771701216697693,0.6904486417770386,
2n7ewwtg,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw1_ws4s,2026-04-07T12:55:10Z,finished,,1,4,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,-0.02255941368639469,0.049788713455200195,,1.1366260766983032,0.2933003306388855,0.004479132127016783,2.43204665184021,0.4308964908123016,23.45757102966309,0.9440569281578064,1.0000001192092896,-0.0012013851106166815,0.18735391415655617,4.016652584075928,3.79538893699646,0.1706453361830953,0.4313725531101227,0.24006882309913635,0.101853609085083,0.13821521401405334,0.6422460675239563,0.6926045417785645,
f437g809,eeg_jepa_bs32_lr0.0005_std0.25_cov0.25_nw4_ws4s,2026-04-06T20:06:04Z,finished,,4,4,32,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.08773092925548553,0.06276308000087738,,0.8020776450634003,0.14528512954711914,0.0003588673425838351,0.8248441815376282,0.20955632627010343,17.274921417236328,0.9772260785102844,1.0,-0.04755261912941933,0.3142041552811861,5.690648555755615,8.579262733459473,0.2428509248107202,0.6407766938209534,0.31721049547195435,0.1017436906695366,0.21546681225299835,0.6400496959686279,0.6939316987991333,
q5t3mpoa,eeg_jepa_bs32_lr0.0005_std0.25_cov0.25_nw8_ws2s,2026-04-06T18:36:23Z,finished,,8,2,32,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.04199172928929329,0.013400486670434477,,0.6944634109735489,0.6749441623687744,0.003753616940230131,2.8611669540405273,0.7739298343658447,18.421985626220703,0.8554216623306274,0.9999992847442628,0.020841533243656177,0.41845408603549006,17.340051651000977,17.169307708740234,0.7329893380560133,0.4757281541824341,0.4935881495475769,0.0998937413096428,0.3936944007873535,0.8181568384170532,0.693863034248352,
9ry8sace,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw8_ws1s,2026-04-06T13:04:53Z,finished,,8,1,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.050511520355939865,0.05804514139890671,,0.9118809938430786,1.0490227937698364,0.0062573556788265705,4.55973482131958,1.007898211479187,14.924821853637695,0.8679937124252319,0.9999996423721312,0.004245193079113946,0.18595692228525876,2.210500717163086,1.978496789932251,0.22940517159023105,0.553398072719574,0.1890718638896942,0.10291434824466704,0.08615750819444656,0.5218667387962341,0.6937392950057983,
